Registration Number,Location Status,Licensee Name,Call Sign,Earth Station Latitude DMS,Earth Station Longitude DMS,Earth Station Latitude Decimal,Earth Station Longitude Decimal,Lower Frequency (MHz),Upper Frequency (MHz),Pointing Azimuth (degrees),Pointing Elevation Angle (degrees),Antenna Gain (dBi),Earth Station Site Elevation (meters),Earth Station Height AGL (meters),Earth Station Height AMSL (meters),GSO Satellite Longitude Decimal Degrees,Use for Tracking Telemetry and Command,Certification Date,Registration Last Updated,Call Sign Last Updated
FSS0002009,Active,Intelsat License LLC,E030306,"N33 39' 50""","W84 16' 22""",33.66,-84.27,"3,700.00","4,200.00",240.7,28.6,50.2,239.3,11,250.3,-129,TRUE,12/1/2023,12/1/2023 19:53,12/1/2023 19:53
FSS0002011,Active,Intelsat License LLC,E030306,"N33 39' 50""","W84 16' 22""",33.66,-84.27,"3,700.00","4,200.00",225.6,51.7,50.2,239.3,11,250.3,66.13,TRUE,12/1/2023,12/1/2023 19:55,12/1/2023 19:55
FSS0002013,Active,Intelsat License LLC,E030306,"N33 39' 50""","W84 16' 22""",33.66,-84.27,"3,700.00","4,200.00",237.2,31.7,50.2,239.3,11,250.3,-125,TRUE,12/1/2023,12/1/2023 19:56,12/1/2023 19:56
FSS0002015,Active,Intelsat License LLC,E030306,"N33 39' 50""","W84 16' 22""",33.66,-84.27,"3,700.00","4,200.00",233.4,34.7,50.2,239.3,11,250.3,-121,TRUE,12/1/2023,12/1/2023 19:57,12/1/2023 19:57
FSS0002020,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",230.8,43.6,50.1,173.7,10.3,184,64.15,TRUE,12/3/2023,12/3/2023 17:13,12/3/2023 17:13
FSS0002022,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",242.9,20.7,50.1,173.7,10.3,184,-129,TRUE,12/3/2023,12/3/2023 17:12,12/3/2023 17:12
FSS0002024,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",241.2,22.1,50.1,173.7,10.3,184,-127,TRUE,12/3/2023,12/3/2023 17:12,12/3/2023 17:12
FSS0002027,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",228.8,44.7,50.1,173.7,10.3,184,66.13,TRUE,12/3/2023,12/3/2023 17:15,12/3/2023 17:15
FSS0002029,Active,Intelsat License LLC,E000296,"N39 35' 54""","W39 35' 54""",39.6,-39.6,"3,625.00","4,200.00",239.5,23.6,50.1,173.7,10.3,184,-125,TRUE,12/3/2023,12/3/2023 17:17,12/3/2023 17:17
FSS0002031,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",200.3,42.1,50.1,173.7,10.3,184,-91,TRUE,12/3/2023,12/3/2023 17:18,12/3/2023 17:18
FSS0002033,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",246.1,17.8,50.1,173.7,10.3,184,-133,TRUE,12/4/2023,12/4/2023 15:30,12/4/2023 15:30
FSS0002035,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",206,40.8,50.1,173.7,10.3,184,-95.05,TRUE,12/4/2023,12/4/2023 15:33,12/4/2023 15:33
FSS0002037,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",197.3,42.7,50.1,173.7,10.3,184,-89,TRUE,12/4/2023,12/4/2023 15:34,12/4/2023 15:34
FSS0002039,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",241.2,22.1,50.1,173.7,10.3,184,-127,TRUE,12/4/2023,12/4/2023 15:36,12/4/2023 15:36
FSS0002041,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",105.3,25.5,50.1,173.7,10.3,184,169,TRUE,12/4/2023,12/4/2023 15:37,12/4/2023 15:37
FSS0002043,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",98.5,1.5,50.1,173.7,10.3,184,-1,TRUE,12/4/2023,12/4/2023 15:38,12/4/2023 15:38
FSS0002045,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",132.6,31.9,50.1,173.7,10.3,184,-43,TRUE,12/4/2023,12/4/2023 15:39,12/4/2023 15:39
FSS0002047,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",134.7,33.1,50.1,173.7,10.3,184,-45,TRUE,12/4/2023,12/4/2023 15:42,12/4/2023 15:42
FSS0002049,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",228.9,44.6,50.1,173.7,10.3,184,66,TRUE,12/4/2023,12/4/2023 15:43,12/4/2023 15:43
FSS0002051,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",97.8,17.6,50.1,173.7,10.3,184,180,TRUE,12/4/2023,12/4/2023 15:45,12/4/2023 15:45
FSS0002053,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",150.6,39.8,50.1,173.7,10.3,184,-58,TRUE,12/4/2023,12/4/2023 15:46,12/4/2023 15:46
FSS0002055,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",222.2,47.6,50.1,173.7,10.3,184,72.1,TRUE,12/4/2023,12/4/2023 15:47,12/4/2023 15:47
FSS0002057,Active,Intelsat License LLC,E000296,"N39 45' 35""","W77 45' 35""",39.76,-77.76,"3,625.00","4,200.00",144.1,37.5,50.1,173.7,10.3,184,-53,TRUE,12/4/2023,12/4/2023 15:48,12/4/2023 15:48
FSS0002059,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",121.4,24.2,50.1,173.7,10.3,184,-31.5,TRUE,12/4/2023,12/4/2023 15:49,12/4/2023 15:49
FSS0002061,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",124.1,26.4,50.1,173.7,10.3,184,-95.05,TRUE,12/4/2023,12/4/2023 15:51,12/4/2023 15:51
FSS0002063,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",234.8,41.3,50.1,173.7,10.3,184,60,TRUE,12/4/2023,12/4/2023 15:52,12/4/2023 15:52
FSS0002065,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",147.3,38.7,50.1,173.7,10.3,184,-55.5,TRUE,12/4/2023,12/4/2023 15:54,12/4/2023 15:54
FSS0002067,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",124.1,26.3,50.1,173.7,10.3,184,-34.5,TRUE,12/4/2023,12/4/2023 15:55,12/4/2023 15:55
FSS0002069,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",226.2,45.9,50.1,173.7,10.3,184,68.5,TRUE,12/4/2023,12/4/2023 15:56,12/4/2023 15:56
FSS0002071,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",110.4,14.4,50.1,173.7,10.3,184,-18,TRUE,12/4/2023,12/4/2023 15:57,12/4/2023 15:57
FSS0002073,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",249.2,14.8,50.1,173.7,10.3,184,-137,TRUE,12/4/2023,12/4/2023 15:59,12/4/2023 15:59
FSS0002075,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",140.5,35.9,50.1,173.7,10.3,184,-50,TRUE,12/4/2023,12/4/2023 16:00,12/4/2023 16:00
FSS0002079,Active,Intelsat License LLC,E202210,"N48 08' 46""","W119 41' 45""",48.15,-119.7,"3,625.00","4,200.00",109.8,8.3,53,383.9,5.5,389.4,-55.5,TRUE,12/7/2023,12/7/2023 10:54,12/7/2023 10:54
FSS0002081,Active,Intelsat License LLC,E202210,"N48 08' 46""","W119 41' 45""",48.15,-119.7,"3,625.00","4,200.00",107.8,6.6,53.6,383.9,5.5,389.4,-53,TRUE,12/7/2023,12/7/2023 10:56,12/7/2023 10:56
FSS0002083,Active,Intelsat License LLC,E202210,"N48 08' 46""","W119 41' 45""",48.15,-119.7,"3,625.00","4,200.00",111.9,9.9,48.1,383.9,4.8,388.7,-58,FALSE,12/7/2023,12/7/2023 10:58,12/7/2023 10:58
FSS0002085,Inactive,Intelsat License LLC,E210007,"N21 40' 14""","W158 02' 03""",21.67,-158.03,"3,700.00","4,200.00",264.3,22,53.4,142.7,15.2,157.9,-53,TRUE,12/7/2023,12/7/2023 11:23,12/7/2023 11:23
